V1,V8,V9,condition,desc,support,query_1,query_2,query_3,query_4,query_5,query_1_quant,query_2_quant,query_3_quant,query_4_quant,query_5_quant,word_homeless,word_welfare,word_needy,word_lazy,word_filler2,word_filler5,word_filler6,word_charity,word_poor,word_filler12,word_burden,word_aid,word_filler11,word_deserve,stigmaO_1,stigmaO_2,stigmaO_3,stigmaO_4,stigmaO_5,attncheck,age,gender,income,edu,race,polit,polit_1,polit_2 
R_2uKEmpdmPpZwvqY,6/20/17 10:55,6/20/17 11:06,security,social security for all,1,un American,does not inspire a lifestyle of hardwork,does not help people become more independent,keeps people dependent on government for food and shelter,this reminds me of some sort of war time policy,2,2,2,2,2,HOMELAND,WELCOME,NERDY,LAZY,PLANT,SUN,BAKE,CHARITY,POOR,PHOTO,BURNED,AID,SING,DESERVE,1,7,7,1,7,2,32,Female,"$50,000 to $59,999",Masters level degree (for example M.S. or M.A.),Black,Independent,In the middle,Moderately conservative
R_1QyovL8CKv8U0i3,6/20/17 10:52,6/20/17 11:07,security,social security for all,5,Safety issue,protect our property,strong our country,,,1,1,1,,,homeland,welfare,needy,lazy,plane,sue,bike,charact,poor,PHONE,BURIED,AND,SONG,OBSERVE,4,5,5,4,6,2,44,Female,"$60,000 to $74,999",4-year college degree,Asian,Democrat,In the middle,In the middle
R_31zUT49x7h9vb2B,6/20/17 10:50,6/20/17 11:07,freedom,financial freedom,5,Autonomy for the individual,Efficient spending,streamline government programs,,,1,1,1,,,HOMEWORK,WELCOME,NERDY,LAZY,PLACE,SUB,BIKE,CHARITY,DOOR,PHOTO,BURROW,AND,SING,RESERVE,4,4,3,4,5,2,39,Female,"$75,000 to $84,999",4-year college degree,White,Republican,Strongly conservative,Strongly conservative
R_DA9W8tr4GYUGOKR,6/20/17 10:51,6/20/17 11:07,freedom,financial freedom,7,I thought many poor families would be better off.,I felt this would create more equality in society. ,I thought of how less people would starve in this country.,I thought this would be a very humane policy.,I thought this would make the U.S. a better country.,1,1,1,1,1,HOMELAND,WELCOME,NERDY,LAZY,PLANE,SUM,BAKE,CHARITY,DOOR,PHONE,BURDEN,AID,SING,DESERVE,7,5,3,7,4,2,31,Male,"$40,000 to $49,999",Some college (no degree),Asian,Independent,Moderately liberal,Slightly       liberal
R_2xIYLTNgPGe3pkh,6/20/17 10:56,6/20/17 11:07,freedom,financial freedom,5,RESPECT,FEEL WORTHY TO DO SOMETHING,FREEDOM FROM THE GOVERNMENT CONTROLLING EVERYTHING,CONTROL,MAKE YOU FEEL GOOD ABOUT YOURSELF ,1,1,1,2,1,HOMEWORK,WELCOME,NERDY,LAZY,PLATE,SUN,BAKE,CHARGES,DOOR,PHONE,BURROW,AID,SING,DESERVE,6,7,5,4,4,2,26,Female,"$30,000 to $34,999",Some college (no degree),Black,Democrat,Slightly       liberal,Moderately liberal
R_2lu7IgtxNCN5lcJ,6/20/17 10:30,6/20/17 11:07,freedom,financial freedom,7,people can finally get what they really need based on their needs,I think people would be more considerate,as long as people get their payment they will not question what the government is doing with their money ,people will feel more accountable ,some people may spend the money on drugs,1,1,1,1,2,HOMELAND,WELCOME,NEEDY,COZY,PLATE,SUB,BAKE,CHARLIE,BOOR,PHOLL,BURIED,AID,SONG,UNSERVE,7,5,5,7,1,2,28,Male,"$50,000 to $59,999",Some college (no degree),Hispanic,Democrat,Strongly liberal,Moderately liberal
R_1pnvIf4bkpbN0T6,6/20/17 10:57,6/20/17 11:07,control,basic income,5,It's kind,It's productive,Bolster the economy ,Happy citizens are good citizens,,1,1,1,1,,Homeless,Welcome,,Lazy,Place,Sun,Bike,Charter,Door,Photo,Burned,,Sing,,7,4,2,7,7,2,29,Female,"$40,000 to $49,999",2-year college degree,White,Democrat,Strongly liberal,Strongly liberal
R_2VdVHZMVuljp0uL,6/20/17 10:53,6/20/17 11:08,control,basic income,5,People do deserve a basic living wage. ,I think this'll be a good solution to poverty issues.,I'm concerned about the economic implications of this policy.,,,1,1,2,,,HOMESICK,WELCOME,NEEDY,LAZY,PLACE,SUE,BAKE,CHARITY,DOOR,PHOTO,BURIED,ADD,SING,DESERVE,4,5,4,5,6,2,26,Female,"$60,000 to $74,999",High school degree,Black,Democrat,Slightly       liberal,Slightly conservative
R_3hgUPwqqDsfJDED,6/20/17 10:56,6/20/17 11:08,control,basic income,1,This just promotes laziness,How will this get funded,This just increases government dependency,,,2,2,2,,,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUE,BIKE,CHARITY,DOOR,PHONE,BURIED,AID,SONG,RESERVE,1,7,7,1,6,2,33,Male,"$85,000 to $99,999",4-year college degree,Black,Independent,In the middle,Slightly conservative
R_32KlfUk2asnvsJX,6/20/17 10:52,6/20/17 11:08,security,social security for all,5,health care,work ethics,employment oppurtunities,job security,support,1,1,1,1,1,HOMEWORK,WELCOME,NEEDY,LAZY,PLAID,SUN,BAKE,CHARTER,DOOR,PHOTO,BURDEN,AND,SANG,OBSERVE,5,3,3,5,5,2,60,Female,"$85,000 to $99,999",Some college (no degree),White,Democrat,Slightly       liberal,Slightly       liberal
R_3HOoIFHzTuYIhh9,6/20/17 10:49,6/20/17 11:08,security,social security for all,1,Sounds like communism,no free market,people benefit without effort,why try if the gov't will support you,sounds like a great way to bankrupt a society i.e. look at most of europe,2,2,2,2,2,HOMELESS,WELLNES,NEEDY,LAZY,PLACE,SUV,BIKE,CHARLIE,DOOR,PHOTO,BURIED,AID,SING,DESERVE,5,6,7,1,7,2,41,Male,"$50,000 to $59,999",4-year college degree,White,Republican,Strongly conservative,Slightly conservative
R_3nvYMPP8IAY6kmQ,6/20/17 10:29,6/20/17 11:08,control,basic income,1,people that are out of jobs need help,single parents,the elderly people that have no family,teens with children,the disabled need help,1,1,1,1,1,homework,welcome,needy,cozy,plate,sue,bike,charter,poor,photo,burrys,aid,sing,observe,6,5,3,5,5,5,40,Female,"$85,000 to $99,999",Some college (no degree),Black,Democrat,Moderately liberal,Moderately liberal
R_2cCydLFrvf8D54r,6/20/17 10:54,6/20/17 11:09,control,basic income,4,incite laziness?,encourage growth? ,so many questions ,im just not sure ,who knows ,2,1,1,1,1,homeless,welcome,nawdy,lazy,place,sun,bake,charmed,poor,photo,burden,aid,song,deserve,4,5,5,5,6,2,34,Female,"$60,000 to $74,999",2-year college degree,White,Independent,Moderately liberal,Slightly conservative
R_2QxOC0BQmmNBcYt,6/20/17 10:58,6/20/17 11:09,freedom,financial freedom,5,Better than welfare,Allows for choices in spending,Reduces crime by getting people out of poverty,Can put money back into the economy,,1,1,1,1,,HOMELESS,WELFARE,NEEDY,LAZY,PLANS,SUN,BIKE,CHARGES,DOOR,PHOTO,BURDEN,ADD,SING,RESERVE,5,4,3,6,5,2,34,Male,"$50,000 to $59,999",4-year college degree,White,Independent,Slightly       liberal,Slightly conservative
R_1BQ25SCpptNzYYm,6/20/17 10:58,6/20/17 11:09,control,basic income,4,how would it actually work?,is it feasible?,how could it realisitcally be funded?,,,2,2,2,,,homeless,welcome,needy,lazy,place,sun,bike,charity,poor,PHOTO,BURLAP,AID,SING,DESERVE,4,4,4,4,4,2,32,Female,"$40,000 to $49,999",4-year college degree,Hispanic,Other,In the middle,In the middle
R_2dAMVqM1qeo8Mfv,6/20/17 10:48,6/20/17 11:09,freedom,financial freedom,6,Good to help others,Give people financial help,Ease the pressure off of people,Give people an easier state of mind,Help people relax,1,1,1,1,1,homeless,welfare,needy,lazy,plate,sui,bike,charter,boor,photo,burger,aid,sing,deserve,6,3,4,6,6,2,32,Male,"$60,000 to $74,999",4-year college degree,Asian,Democrat,Strongly liberal,Strongly liberal
R_3CPIsj8vm8XOAfq,6/20/17 10:48,6/20/17 11:10,security,social security for all,6,This helps others,Gives people a peace of mind,Gives others a financial cushion,Great to add additional income,Helpful to the poor,1,1,1,1,1,homeless,welfare,needy,lazy,plate,sui,bike,charter,boor,photo,burger,aid,sing,deserve,5,3,4,5,6,2,64,Female,"$10,000 to $12,499",4-year college degree,Asian,Democrat,Strongly liberal,Strongly liberal
R_2V8sPmLRE0djNNP,6/20/17 10:35,6/20/17 11:10,freedom,financial freedom,4,less worry about basic needs,starts everyone off at an equal level,people might not want to work,people might not have to work for less than they deserve,people could spend more time with their kids instead of working multiple jobs just to survive which would benefit society as a whole.,1,1,2,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLAID,SUN,BAKE,CHARITY,DOOR,PHONY,BURDEN,AID,SONG,RESERVE,6,4,4,6,5,2,37,Female,"$25,000 to $29,999",High school degree,White,Democrat,Slightly       liberal,In the middle
R_3l3CdQdW7t1F0Pf,6/20/17 10:57,6/20/17 11:10,control,basic income,7,We need economic equality,We should share the wealth,Resources are everyones,Less greed,Better life,1,1,1,1,1,HOMEWORK,WELCOME,NEEDY,CRAZ,PLANT,SUN,BAKE,CHARTER,DOOR,PHOTO,BURDEN,AND,SING,DESERVE,7,2,1,7,4,2,34,Male,"$85,000 to $99,999",Some college (no degree),Hispanic,Other,In the middle,In the middle
R_9MKuTvtUov3I6Gt,6/20/17 10:57,6/20/17 11:10,security,social security for all,4,If the money came from government profits on natural resources only.,Payments cannot come from taxes,,,,1,2,,,,HOMELESS,WELFARE,NEEDY,LAZY,PLANE,SUB,BIKE,CHARITY,POOR,PHOTO,BURGER,ADD,SONG,DESERVE,4,6,7,2,6,2,51,Male,"$60,000 to $74,999",4-year college degree,White,Republican,Strongly conservative,Strongly conservative
R_1hMgM6lfjE7ycni,6/20/17 10:58,6/20/17 11:10,freedom,financial freedom,5,Too right wing,Freedom is a word I no longer appreciate,I agree with a universal income,I agree all citizens have a right to the basics,I don't agree than private enterprise is better,2,2,1,1,2,homeward,welcome,noddy,lazy,plate,sue,bike,charity,poor,PHOTO,BURROW,AND,SONG,DESERVE,5,2,1,5,1,2,27,Female,"$35,000 to $39,999",4-year college degree,White,Democrat,Strongly liberal,Moderately liberal
R_3oEKcjfiqWNur3V,6/20/17 10:44,6/20/17 11:10,security,social security for all,7,This program has a goal of doing good for the public.,It wouldn't be biased against people based on their income,Everyone would have an equal chance at getting help from the government.,This would make society more equal in terms of income.,More states needs to follow Alaska in order to help provide financial stability. ,1,1,1,1,1,HOMESICK,WELCOME,NERDY,LAZY,PLACE,SUN,BIKE,CHARITY,COOR,PHOTO,BURGER,ADD,SONG,DESERVE,6,2,2,6,2,2,25,Male,"$60,000 to $74,999",4-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_10Ji28M34HF7kk6,6/20/17 10:56,6/20/17 11:10,security,social security for all,7,1% control too much of the wealth,playing field is rigged. most wealthy are cheaters,situations out of control,sickness and disease,broken capitalism,1,1,1,1,2,homeless,wellnes,nandy,cozy,plays,sum,bake,charges,poor,phone,buried,and,sing,reserve,5,4,4,6,6,2,49,Male,"$25,000 to $29,999",Some college (no degree),White,Democrat,In the middle,Slightly conservative
R_20hBjyNLtDffy1P,6/20/17 11:01,6/20/17 11:10,freedom,financial freedom,6,No poverty,Children will not be hungry,Could be abused for addictions,Five people freedom to pursue dreams,,1,1,2,1,,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUP,BIKE,CHARRED,DOOR,PHONE,BURDEN,ADD,SING,DESERVE,6,3,2,7,2,2,24,Female,"$20,000 to $24,999",4-year college degree,White,Independent,Strongly liberal,Moderately liberal
R_VPZyRYpd8gtf2CZ,6/20/17 10:57,6/20/17 11:10,control,basic income,7,more equality,more government funding,less reliance on welfare.,,,1,2,1,,,homeless,welfare,needy,lazy,plaid,sun,bake,charity,poor,phone,burden,aid,song,reserve,6,4,3,7,5,2,35,Female,"$40,000 to $49,999",High school degree,White,Democrat,Moderately liberal,Moderately liberal
R_utfp0Cs0vxw9x1T,6/20/17 10:57,6/20/17 11:11,security,social security for all,7,Less poverty,Financial security,More time to be creative,Could make people lazy,Basic income could be spent on non essential goods,1,1,1,2,2,HOMELESS,WELCOME,NEEDY,LAZY,PLANE,SUN,BAKE,CHARTER,DOOR,PHOTO,BURGER,AND,SING,DESERVE,6,5,3,6,6,2,24,Male,"$15,000 to $19,999",Some college (no degree),White,Independent,Moderately liberal,Strongly liberal
R_SP14acCQkFLKQO5,6/20/17 11:00,6/20/17 11:11,freedom,financial freedom,7,Rich people should not benefit from this,This will help relieve poverty,Everyone should be able to eat,Everyone should have a roof over their head,Everyone can focus more on health this way,2,1,1,1,1,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARMER,DOOR,PHOTO,BURNED,AID,SONG,RESERVE,6,3,2,7,6,2,40,Female,"$20,000 to $24,999",Masters level degree (for example M.S. or M.A.),White,Democrat,Moderately liberal,Moderately liberal
R_2rMB6c6IgEuyZpu,6/20/17 11:03,6/20/17 11:11,freedom,financial freedom,1,I don't support it.,N/A,N/A,N/A,N/A,2,2,2,2,2,Homeless,Wellnes,Needy,Lazy,Place,Sun,Bike,Charmed,Door,Phone,Burnts,Aid,Sing,Deserve,4,3,3,3,4,2,29,Female,"$35,000 to $39,999",Some college (no degree),Native American,Republican,Strongly conservative,Strongly conservative
R_2VIVJAZqfGjGgnO,6/20/17 10:32,6/20/17 11:11,freedom,financial freedom,7,many social problems solved,people could better direct their efforts,boost the economy with spending,more available money for charitable endeavors,more consumer choices for everyone,1,1,1,1,1,HOMEFREE,WELLNES,NEEDY,COZY,PLACE,SUE,BAKE,CHARITY,POOR,PHONE,BURTON,AID,SING,DESERVE,6,2,2,4,2,2,53,Female,"$35,000 to $39,999",Some college (no degree),White,Independent,In the middle,In the middle
R_0B4fehdOfX8wqNH,6/20/17 10:47,6/20/17 11:11,security,social security for all,5,careing,abuse,help,welfare,tax,1,2,1,2,2,HOMEMADE,WELBEIN,NUNDY,LAZY,PLAYA,SUN,BAKA,CHARCOA,DOOR,PHOTO,BURROW,ADD,SONG,RESERVE,4,5,7,1,5,2,35,Male,"$30,000 to $34,999",Some college (no degree),White,Republican,Moderately conservative,Moderately conservative
R_1Nb5vNBCpv6j0ci,6/20/17 10:56,6/20/17 11:11,freedom,financial freedom,4,different,effective ,change,new ,sufficient,1,1,1,1,1,HOMEWORK,WELCOME,NEEDY,LAZY,PLAYS,SUE,BIKE,CHARITY,BOOR,PHOTO,BURNED,ADD,SING,DESERVE,4,4,4,4,4,2,27,Female,"$20,000 to $24,999",Some college (no degree),White,Democrat,In the middle,In the middle
R_2dX45LB6H5OxYL3,6/20/17 11:01,6/20/17 11:11,security,social security for all,7,True security in America,Americans feeling like someone cares,Helps in financial hardships,No discrimination,Helps americans get back on their feet,1,1,1,1,1,HOMEWARD,WELFARE,NODDY,LAZY,PLANS,SUM,BAKE,CHARITY,FLOR,PHOTO,BURNED,AID,SING,DESERVE,6,4,4,7,5,2,32,Female,"$50,000 to $59,999",Some college (no degree),White,Republican,Strongly conservative,Strongly conservative
R_vGGizJ7gIfLsgwx,6/20/17 11:03,6/20/17 11:11,control,basic income,7,This ensures that everyone has their needs met,You won't have to worry about where the money is coming from if you lose your job,This better stimulates the economy as there are more people with purchasing power,Helps alleviate some of the homeless issue,Allows for more innovation without having to worry about jobs,1,1,1,1,1,Homeless,welcome,needy,lazy,place,Sud,bake,charred,poor,Photo,Burden,Aid,Sing,Reserve,6,6,1,6,6,2,29,Female,"$30,000 to $34,999",4-year college degree,White,Independent,Strongly liberal,Strongly liberal
R_2tt9OdZLiPAKm5j,6/20/17 10:55,6/20/17 11:11,control,basic income,6,If done correctly it could actually save money. ,It would take care of people in need. ,It would help those who do not have a lot but who don't qualify for current programs. ,It would improve many people's quality of life. ,It would have a positive effect on the economy. ,1,1,1,1,1,Homeless,Welcome,Nerdy,Suzy,Plain,Sue,Bike,Charity,Poor,Phone,Burpee,Aid,Sing,Deserve,5,2,1,6,4,2,34,Female,"$85,000 to $99,999","Doctorate level degree (for example PhD, MD, JDS)",White,Independent,Strongly liberal,Strongly liberal
R_1EX7jPODo1uC6q9,6/20/17 10:53,6/20/17 11:11,freedom,financial freedom,7,Decrease in poverty ,Decrease in crime,Increase in standard of living,Increased access to health care,Gvmt. Spending that makes a difference. ,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLANT,SUN,BAKE,CHARITY,POOR,PHONE,BURGER,AND,SING,DESERVE,6,5,3,6,5,2,38,Male,"$30,000 to $34,999",Some college (no degree),White,Democrat,Strongly liberal,Slightly       liberal
R_3sfFX97VZIvUc6Z,6/20/17 10:49,6/20/17 11:12,security,social security for all,2,It would help people,the incentive for quality and productivity of work would be diminished,people would get something for nothing,taxes would be very high,there would be far too much government intervention,1,2,2,2,2,HOMERULE,WELFARE,NERDY,LAZY,PLANK,SUN,BIKE,CHARITY,DOOR,PHONE,BURIED,AID,SING,RESERVE,4,4,4,4,4,2,33,Male,"$15,000 to $19,999",Some college (no degree),Other,Independent,Slightly       liberal,Slightly conservative
R_2dGAZ4XzbbwZM9Q,6/20/17 11:03,6/20/17 11:12,security,social security for all,5,optimism,safety,security,openess,freedom,1,1,1,1,1,HOMELESS,WELLNES,NEEDY,LAZY,PLANT,SUV,BAKE,CHARTER,POOR,PHOTO,BURGER,ADD,SING,UNSERVE,6,7,4,5,1,2,29,Male,"$15,000 to $19,999",Some college (no degree),Hispanic,Independent,Strongly liberal,Strongly liberal
R_33xTXMRTqZDAzjq,6/20/17 10:29,6/20/17 11:12,control,basic income,3,promotes lazy,rewards nothing,no incentive,,,2,2,2,,,homeward,welcome,noddy,lazy,place,sum,bake,charity,floo,phone,burned,aid,sing,deserve,4,3,6,4,3,2,40,Female,"$75,000 to $84,999",2-year college degree,Hispanic,Democrat,Slightly       liberal,Slightly conservative
R_x3YqwjcXSq5d9Lz,6/20/17 11:01,6/20/17 11:12,control,basic income,5,"I would help citizens already working, but still not able to make ends meet","if people get this help, they will do less to help themselves","people would take advantage of this and use the payment for other things not needed for survival, ie, drugs, alcohol etc.",,,1,2,2,,,HOMELESS,WELFARE,NERDY,LAZY,PLAYS,SUN,BAKE,CHARITY,POOR,PHOTO,BURIED,AID,SING,RESERVE,5,5,5,5,5,2,59,Female,"$20,000 to $24,999",High school degree,White,Independent,Slightly conservative,Slightly conservative
R_2VDud2KaROOItha,6/20/17 10:35,6/20/17 11:12,freedom,financial freedom,1,People won't make the best decisions for themselves. ,People aren't capable of handling this kind of plan,Will cause unnecessary stress and pressure,People will find a way to make this political and profitable,Some agencies will cease to exist,2,2,2,2,2,HOMEWORK,WELCOME,NERDY,LAZY,PLANK,SUM,BAKE,CHARRED,BOOR,PHOTO,BURIED,AND,SING,RESERVE,1,7,3,1,7,2,41,Female,"$150,000 to $174,999",4-year college degree,Black,Independent,Moderately conservative,Moderately liberal
R_2V3aOOJWJNKCPaP,6/20/17 11:07,6/20/17 11:13,security,social security for all,7,current system is not fair,Everyone deserves to have a living wage,,,,1,1,,,,homework,welcome,needy,lazy,plans,sun,bake,charter,door,PHONE,BURGER,ADD,SING,DESERVE,7,1,1,7,4,2,33,Male,"$60,000 to $74,999",High school degree,White,Other,Strongly liberal,Strongly liberal
R_2CeRM1UipIovA9Z,6/20/17 10:56,6/20/17 11:13,security,social security for all,5,It is good for security,It will be expensive for others,It is bordering on socialism,It would help provide for those whose jobs are squeezed out,technology is both good and bad,1,2,2,1,1,HOMEBODY,WELCOME,NERDY,LAZY,PLATE,SUM,BAKE,CHARITY,DOOR,PHOTO,BURLAP,AND,SONG,RESERVE,3,5,4,5,7,2,29,Male,"$10,000 to $12,499",2-year college degree,White,Other,Slightly conservative,Slightly conservative
R_tQJ5xAUfCTY0QzD,6/20/17 11:03,6/20/17 11:13,control,basic income,5,Helpful to the needy,Helpful to the economy,Possibility of abuse,decline in productivity,possible increase in creative pursuits,1,1,2,2,1,HOMELESS,WELCOME,NEEDY,LAZY,PLAZA,SUN,BAKE,CHARITY,POOR,PHOTO,BURNED,AID,SONG,OBSERVE,3,5,5,5,7,2,30,Male,"$85,000 to $99,999",Some college (no degree),White,Independent,Slightly       liberal,Slightly conservative
R_yI1QPfT6jD6GQiR,6/20/17 10:48,6/20/17 11:13,security,social security for all,7,Healthcare would become more accessible regardless income ranges.,Reduce the income inequality gap.,Provision of more opportunities to citizens in terms of jobs.,Maybe it would lead to an increase in taxes to facilitate this policy.,Improvement in well being for citizens.,1,1,1,2,1,HOMEMADE,WELFARE,NEEDY,EAZY,PLACE,SUN,BAKE,CHARITY,POOR,PHOTO,BURNER,ADD,SING,DESERVE,6,2,2,6,6,2,24,Male,"$40,000 to $49,999",4-year college degree,Black,Democrat,Slightly conservative,Moderately liberal
R_VO7vXg02UyAw3Ch,6/20/17 10:54,6/20/17 11:14,security,social security for all,7,Financial help for anyone struggling,A payback for being a part of society,Financial protection for the future,A way to prevent major issues like homelessness or hunger,Can be used to pay off debts for better credit going forward,1,1,1,1,1,HOMELESS,WELCOME,NERDY,LAZY,PLACE,SUN,BUKS,CHARITY,DOOR,PHONE,BURLAP,AND,SING,DESERVE,6,4,1,6,4,2,28,Other,"$5,001-$6,999",4-year college degree,Other,Independent,In the middle,In the middle
R_33dv3oF6FgH5W8U,6/20/17 10:55,6/20/17 11:14,security,social security for all,1,Removes desire to work,makes all poor,make gov to big/ controling,removes desire / incentive to excel,takes to much from those working,2,2,2,2,2,HOMEMADE,WELCOME,NEEDY,LAZY,PLACE,SUE,BIKE,CHARTER,DOOR,PHOTO,BURGER,AND,SING,DESERVE,1,6,7,1,7,2,58,Female,"$15,000 to $19,999",High school degree,Native American,Republican,Moderately conservative,Moderately conservative
R_ehdUHr7JVLKfECR,6/20/17 11:05,6/20/17 11:14,freedom,financial freedom,6,it's fair,even playing field,help to start people off right,,,1,1,1,,,HOMEALLY,WELCOME,NODDY,DIZY,PLACE,SUE,BIKE,CHARTER,TOOR,PHOTO,BURROW,AND,SING,SISERVE,6,4,1,7,3,2,38,Female,"$40,000 to $49,999",Some college (no degree),White,Democrat,Strongly liberal,Moderately liberal
R_1KlpsEeYevH7F7D,6/20/17 10:47,6/20/17 11:14,control,basic income,7,Lower Crime,Lower Class Equality,Less Homeless,Less Starving,Stimulate Economy,1,1,1,1,1,HOMELESS,WELCOME,NERDY,LAZY,PLACE,SUN,BAKE,CHARITY,DOOR,PHONE,BURNED,AID,SING,RESERVE,6,5,4,7,5,2,33,Male,"$20,000 to $24,999",High school degree,White,Independent,In the middle,In the middle
R_OOHefgNFQ2oFUJj,6/20/17 11:01,6/20/17 11:14,freedom,financial freedom,7,Some people haven't earned it,No more excuses,less homeless people begging,,,2,1,1,,,homeless,welcome,needy,cozy,place,sun,bake,charade,door,PHOTO,BURNED,AND,SONG,DESERVE,4,5,5,6,7,2,34,Female,"$175,000 or more",4-year college degree,Hispanic,Republican,In the middle,Moderately conservative
R_2eXZiOLoo12e9oG,6/20/17 11:03,6/20/17 11:15,control,basic income,6,"It would benefit the ""Lower class citizens""",It provides solid financial aid to all people.,It is fair to say the least.,It can be easily abused.,It can be monitored.,1,1,1,1,1,HOMELESS,WELFARE,NEEDY,LAZY,PLATE,SUM,BAKE,CHARITY,DOOR,PHOTO,BURDEN,AID,SING,RESERVE,6,3,5,6,5,2,30,Male,"$40,000 to $49,999",4-year college degree,Asian,Democrat,Slightly       liberal,Moderately liberal
R_2zdOWCCrVEqinOZ,6/20/17 11:00,6/20/17 11:15,control,basic income,4,some people would be unmotivated to do more,Everyone would be on the same social status level,competition would be eliminated,,,2,1,1,,,HOMEBODY,WELDERS,NERDY,LAZY,PLACE,SUN,BAKE,CHARTER,MOOR,PHOTO,BURNED,AID,SING,DESERVE,6,2,4,7,4,2,55,Female,"$85,000 to $99,999",4-year college degree,Black,Democrat,Slightly       liberal,Strongly liberal
R_5mMGLIAzUaG0dKp,6/20/17 10:57,6/20/17 11:15,security,social security for all,6,Protect Americans and their families against financial shocks such as job losses,efficient monthly payment to all citizens,These policies have proven effective in helping provide financial stability and promote safe and secure communities,,,1,1,1,,,HOMESALE,WELLNES,NERDY,LAZY,PLAYS,SUE,BAKE,CHARLES,DOOR,PHOTO,BURDEN,AID,SONG,RESERVE,6,1,1,7,3,2,24,Female,"$40,000 to $49,999",4-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_242hDVAHHrRYBwQ,6/20/17 11:05,6/20/17 11:15,freedom,financial freedom,4,This will be good to have because some people do need money now.,How long will this last though? Is this a permanent solution. ,,,,1,2,,,,Homeland,Welcome,Nuddy,Lazy,Place,Sue,Bike,Charman,Door,photo,Buried,Add,Song,deserve,5,6,6,5,6,6,20,Male,"$60,000 to $74,999",4-year college degree,White,Independent,In the middle,In the middle
R_e40CJUN5lI30WJj,6/20/17 11:04,6/20/17 11:15,security,social security for all,6,It would improve the condition of peoples lives.,If it is something we could do we should be pushing for it.,I would like more information about the the negatives of this.,I like that it would encourage people to give more freely.,I am sure there will be some abuse.,1,1,2,1,2,HOMEFRON,WELCOME,NEEDY,LAZY,PLANT,SUN,BAKE,CHARING,POOR,PHOTO,BURRYS,AID,SING,RESERVE,4,3,3,5,4,2,29,Male,"$150,000 to $174,999",4-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_1Fr2imWMqAtVxbC,6/20/17 11:07,6/20/17 11:15,control,basic income,6,economic inequality,poverty,welfare,job automation,healthcare,1,1,1,1,1,homemade,welcome,nandy,lazy,plain,sun,baka,charlie,poor,PHOTO,BURDEN,AND,SONG,OBSERVE,6,3,2,6,3,2,31,Female,"$30,000 to $34,999",4-year college degree,Native American,Democrat,Strongly liberal,Strongly liberal
R_3EfLQdzXPbi2Fn4,6/20/17 10:54,6/20/17 11:15,security,social security for all,6,it would help me feed my kids,my rent could be paid if i lost my job,not sure how we will pay for this,hope my taxes do not go to high,I would like to have more specific information about this policy,1,1,2,2,1,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUE,BIKE,CHARITY,DOOR,PHONE,BURNED,ADD,SING,OBSERVE,6,3,2,7,5,2,45,Male,"$35,000 to $39,999",4-year college degree,White,Democrat,Slightly       liberal,Slightly       liberal
R_2ZOJkO0YZNOV2CQ,6/20/17 10:42,6/20/17 11:16,security,social security for all,3,I think that everyone's basic needs should be taken care of.,It is unfair to the people that work hard everyday to have to take care of people that can work but choose n ot to. ,There is no benefit to working hard.,There is no incentive to get people working if they can just depend on the government it won't stimulate the economy.,People should have to actively be looking for work to be able to receive benefit. ,1,2,2,2,1,HOMELESS,WELCOME,NERDY,LAZY,PLAIN,SUN,BIKE,CHARITY,DOOR,PHONE,BURIED,ADD,SING,DESERVE,4,5,7,5,7,2,34,Female,"$50,000 to $59,999",Masters level degree (for example M.S. or M.A.),Black,Democrat,In the middle,Slightly       liberal
R_3LXcPdlgVO0xAGY,6/20/17 11:03,6/20/17 11:16,freedom,financial freedom,7,Basic needs met.,A more humane approach to caring for the populace.,A more equitable way of doing capitalism.,It would be hard to implement in today's political climate.,"Due to the impact of technology, this approach may become necessary in the near future. ",1,1,1,2,1,HOMELESS,WELLNES,NEEDY,LAZY,PLANT,SUP,BAKE,CHARITY,POOR,PHOTO,BURIED,AID,SONG,DESERVE,6,2,2,7,2,2,48,Male,"$25,000 to $29,999",High school degree,White,Independent,Strongly liberal,Strongly liberal
R_1i8Og7TdCMS05tj,6/20/17 10:56,6/20/17 11:16,freedom,financial freedom,3,"The policy, as outlined here, is vague.","Many citizens do not know what they truly need and spend money on silly, extraneous things, instead of important services.",Streamlining government services is not as easy as it sounds.,"Alaska, with its limited population and isolated industries, is not a good example to use.  Try it out in California, then let's talk.",,2,2,2,2,,HOMELESS,WELCOME,NERDY,HAZY,PLACE,SUN,BIKE,CHARMED,DOOR,PHONE,BURGER,ADD,SING,DESERVE,2,6,3,1,5,2,34,Male,"$85,000 to $99,999",4-year college degree,White,Democrat,Strongly liberal,Moderately liberal
